//Reference=MNI152		
		
//Garrett et al 2011, visual, letters, identity, 1 > 0 back, 1back; visual, letters, identity, 2 > 0 back, 2back		
//Subjects=19		
18.07	-57.94	47.9
56.76	-26.52	37.41
47.17	-61.65	41.05
11.06	46.4	27.61
-47.36	22.61	17.52
-41.2	49.79	-2.09
43.11	50.4	-0.22
53.07	45.61	16.89
		
//Forn & Barros-Loscertales et al 2007, auditory, letters, identity, 2>0back, 2back		
//Subjects=10		
41.26	43.96	22.86
43.49	25.89	24.61
32.19	48.37	-9.92
6.02	15.17	49.84
-39.71	29.85	25.63
-25.11	62.09	-9.18
-41.67	7.28	36.87
33.21	-56.72	48.64
-27.3	-55.87	49.59
-35.94	-56.96	49.85
		
//Loughead et al 2009, visual, fractals, identity, activation with increased load 0-3back		
//Subjects=33		
-2.94	31.36	28.22
42.89	-44.98	47.32
-32.83	-44.81	41.87
46.55	37.63	12.19
23.27	14.92	46.21
44.1	19.07	-13.95
-35.85	18.79	-12.56
-30.68	9.83	52.11
-37.98	-67.42	-27.52
-44.16	33.26	16.41
37.7	-67.91	-25.4
-41.85	9.22	23.23
53.16	17.86	18.51
		
//Allen et al 2006, visual, letters, identity, 2>0back, 2back		
//Subjects=10		
48.2	-45.59	40.56
-41.94	35.91	21.71
44.49	36.22	20.21
-25.11	-65.53	49.39
0.58	18.14	47.4
5.8	25.52	34.25
		
//Meisenzahl et al 2006, visual, letters, identity, 2>0back, 2back		
//Subjects=12		
-52.11	22.67	-16.03
-47.96	-39.44	42.72
-43.49	-40.51	53.95
53.17	15.73	18.73
56.26	26.61	8.63
-11.74	-9.25	7.73
-9.65	4.48	5.22
7.64	-18.42	0.47
-41.78	5.38	28.09
37.46	22.26	-25.36
-48.39	28.44	22.56
51.47	-37.72	44.21
-66.53	-38.83	27.28
36.54	-57.15	55.35
-37.95	52.04	-1.24
-35.66	47.56	8.12
-43.82	16.09	39.39
-1.02	41.61	11.48
-27.22	23.07	-13.13
3.46	38.41	22.93
		
//Frangou et al 2008, visual, letters, identity, 3/2/1>0back, 3/2/1back; activation with increasing load 0-3back		
//Subjects=7		
-54.61	11.8	40
-28.16	-63.03	64.88
-30.49	-64.28	51.6
-56.95	-46.43	14.42
-13.85	-1.19	13.7
6.04	26.23	53.23
57.72	18.57	37.42
53.07	44.55	17
43.07	-58.94	58.78
47.15	-47.61	41.9
9.86	0.61	8.63
-52.4	7.76	42.6
40.6	28.47	52.42
40.66	20.17	55.48
9.96	47.35	26.42
39.65	67.33	-14.16
		
//Deckersbach et al 2008, visual, letters, identity, 2back > fixation, 2back		
//Subjects=17		
-8	4	-56
-58	6	22
36	18	-6
26	-8	46
12	-6	12
-46	-4	42
-56	-16	28
24	-10	-2
-8	-20	-12
68	-12	-6
-58	-10	-8
-32	18	2
		
//Sanchez-Carrion et al 2008, visual, numbers, identity, 2>0back, 2back; 3>0back, 3back		
//Subjects=14		
24	4	62
-4	6	60
-52	12	26
-34	24	2
-36	44	24
-40	50	8
34	22	4
-42	-46	46
-22	-66	42
-32	-56	48
40	-54	52
44	-46	44
16	-68	56
8	-76	-26
32	-56	-38
-34	-54	-38
-52	10	24
-30	-2	46
-32	-2	56
24	2	62
4	20	44
-34	26	6
42	32	34
40	46	20
52	10	30
-42	50	10
-34	42	20
34	22	4
-20	-68	40
-38	-48	44
44	-46	46
34	-74	36
14	-82	-26
38	-66	-32
		
//Caseras et al 2006, visual, letters, identity, activation increasing with load 0-3back		
//Subjects=12		
-2.44	-68.85	47.09
44.42	43.35	16.14
8.71	-86.33	-14.12
47.9	28.76	32.09
1.8	-73.82	39.67
33.16	15.14	59.46
35.66	63.22	10.96
5.83	29.03	37.27
44.92	-50.27	36.6
56.31	31.38	13.76
		
//Cader et al 2006, visual, letters, identity, 2>1back, 2back; activation increase with load 1-3back		
//Subjects=16		
40	40	28
-28	-12	44
-30	18	-14
-32	22	-6
34	-56	50
-44	-40	50
8	14	44
6	32	30
40	34	28
-48	-2	36
-34	20	-10
-34	22	-8
34	-58	50
-44	-40	48
8	10	56
4	16	34
		
//Kumari et al 2006, visual, dots, location, 1>0back, 1back; 2>0back, 2back; 0back > rest, 0back		
//Subjects=13		
-48	2	46
-28	12	48
-34	5	52
-38	40	26
-44	34	22
-48	40	18
-44	-48	46
36	8	46
26	15	52
48	12	42
36	30	36
44	42	24
36	24	-6
48	20	-8
0	10	46
4	24	36
-12	18	48
14	-70	58
18	-74	50
58	-42	40
52	-46	6
44	-50	48
-42	46	2
-48	18	20
-4	24	36
-16	-4	12
-12	-55	46
-42	-50	46
-4	-76	-34
-28	-74	-32
-30	-52	-35
36	60	8
34	34	40
34	8	48
48	14	28
38	26	-4
4	26	36
2	18	48
8	-62	46
40	-64	-36
-42	0	54
-35	-22	42
-52	-24	50
-46	0	6
-58	8	10
-50	8	28
-2	-10	48
-8	6	52
-58	-40	16
44	0	48
30	-2	52
6	4	50
54	-66	-10
8	-58	-28
22	-56	-32
4	-70	-20
		
//Takeuchi et al 2012, visual, letters, identity, 2>0back, 2back		
//Subjects=248		
-30	-54	30
24	3	42
-30	27	21
33	-48	33
-24	3	45
30	-63	27
-6	9	48
45	-57	42
-24	42	12
-36	0	27
-42	-60	42
		
//Kim et al 2003, visual, shapes, identity, 2back>0back, 2back		
//Subjects=12		
42.7	28.07	47.94
-29.52	66.88	-15.18
7.89	39.25	31.74
-23.92	-57.05	59.74
66.63	-34.16	46.96
-54.22	-59.7	56.03
-22.83	11.59	-9.83
-48.85	-89.88	-37.44
		
//Honey et al 2003, visual, letters, identity, 2>0back, 2back		
//Subjects=27		
-43.53	-52.84	48.45
-44.92	8.33	36.82
42.13	47.83	6.77
-33.56	21.96	-1.71
57.44	18.62	15
4.91	14.96	47.64
-44.82	2.47	43
-39.91	-73.42	-11.21
35.69	-67.84	-13.05
-11.86	-83.42	-16.3
32.38	-68.37	-18.54
		
//Binder et al 2006, visual, letters, identity, 2>0-back, 2-back; visual, texture patterns, identity, 2>0-back, 2-back		
//Subjects=12		
-24	-62	47
-32	-46	43
-40	-38	46
-42	5	26
-44	24	23
-40	4	35
-4	21	41
8	21	41
36	25	-10
38	21	-1
30	-56	40
32	-60	51
26	-71	51
-36	50	20
-30	-62	1
48	-38	48
-20	-87	10
-18	1	15
-55	-42	9
-48	23	25
-42	19	-1
-34	5	29
38	-49	37
10	31	28
48	32	22
50	21	25
-26	-43	41
-30	-66	35
-38	-45	39
36	23	-3
26	-72	7
-14	-38	20
38	11	25
38	3	27
-6	27	35
20	7	14	
